order_id,total_price,time,quantity,time_date,time_hour
53239,120000,2024-11-09T14:03:00.000+07:00,4,2024-11-09,14
53543,485000,2024-11-11T09:58:00.000+07:00,10,2024-11-11,9
53815,475000,2024-11-13T11:20:00.000+07:00,9,2024-11-13,11
53850,430000,2024-11-13T21:20:00.000+07:00,11,2024-11-13,21
54007,360000,2024-11-14T13:19:00.000+07:00,8,2024-11-14,13
54237,250000,2024-11-16T08:17:00.000+07:00,5,2024-11-16,8
54335,225000,2024-11-16T14:37:00.000+07:00,5,2024-11-16,14
54386,85000,2024-11-17T22:03:00.000+07:00,3,2024-11-17,22
54524,335000,2024-11-18T16:02:00.000+07:00,8,2024-11-18,16
54529,375000,2024-11-18T20:19:00.000+07:00,7,2024-11-18,20
54712,610000,2024-11-19T20:54:00.000+07:00,12,2024-11-19,20
54807,330000,2024-11-19T20:30:00.000+07:00,6,2024-11-19,20
54861,35000,2024-11-20T16:59:00.000+07:00,1,2024-11-20,16
55276,80000,2024-11-22T08:30:00.000+07:00,1,2024-11-22,8
55763,285000,2024-11-26T16:51:00.000+07:00,6,2024-11-26,16
56582,405000,2024-12-02T19:06:00.000+07:00,11,2024-12-02,19
56908,180000,2024-12-04T16:21:00.000+07:00,4,2024-12-04,16
57005,330000,2024-12-05T15:46:00.000+07:00,7,2024-12-05,15
57022,285000,2024-12-05T12:30:00.000+07:00,4,2024-12-05,12
57056,575000,2024-12-05T22:24:00.000+07:00,9,2024-12-05,22
57090,415000,2024-12-06T16:10:00.000+07:00,8,2024-12-06,16
57125,405000,2024-12-06T08:27:00.000+07:00,11,2024-12-06,8
57380,270000,2024-12-08T14:00:00.000+07:00,4,2024-12-08,14
57618,265000,2024-12-10T21:53:00.000+07:00,6,2024-12-10,21
57822,560000,2024-12-11T16:55:00.000+07:00,9,2024-12-11,16
57931,150000,2024-12-12T12:19:00.000+07:00,3,2024-12-12,12
58352,330000,2024-12-14T09:43:00.000+07:00,6,2024-12-14,9
58368,455000,2024-12-15T08:04:00.000+07:00,9,2024-12-15,8
58635,110000,2024-12-17T16:50:00.000+07:00,2,2024-12-17,16
58753,645000,2024-12-17T10:37:00.000+07:00,12,2024-12-17,10
59254,270000,2024-12-21T16:15:00.000+07:00,6,2024-12-21,16
59371,255000,2024-12-21T17:04:00.000+07:00,5,2024-12-21,17
59512,330000,2024-12-22T09:05:00.000+07:00,5,2024-12-22,9
59589,210000,2024-12-23T15:18:00.000+07:00,4,2024-12-23,15
60019,70000,2024-12-25T08:20:00.000+07:00,2,2024-12-25,8
60220,555000,2024-12-27T10:46:00.000+07:00,9,2024-12-27,10
60570,210000,2024-12-29T11:03:00.000+07:00,6,2024-12-29,11
60635,100000,2024-12-30T17:55:00.000+07:00,2,2024-12-30,17
590,150000,2024-01-07T15:33:00.000+07:00,3,2024-01-07,15
593,250000,2024-01-07T12:18:00.000+07:00,4,2024-01-07,12
1131,605000,2024-01-12T19:34:00.000+07:00,13,2024-01-12,19
1237,450000,2024-01-13T21:58:00.000+07:00,10,2024-01-13,21
1453,160000,2024-01-16T12:48:00.000+07:00,2,2024-01-16,12
1586,40000,2024-01-17T09:14:00.000+07:00,1,2024-01-17,9
1852,625000,2024-01-20T19:29:00.000+07:00,10,2024-01-20,19
1897,695000,2024-01-20T17:46:00.000+07:00,11,2024-01-20,17
2321,515000,2024-01-25T08:08:00.000+07:00,11,2024-01-25,8
2590,100000,2024-01-28T15:13:00.000+07:00,3,2024-01-28,15
2597,45000,2024-01-28T19:58:00.000+07:00,1,2024-01-28,19
2955,260000,2024-01-31T18:10:00.000+07:00,5,2024-01-31,18
3693,380000,2024-02-08T14:14:00.000+07:00,10,2024-02-08,14
4789,395000,2024-02-19T21:03:00.000+07:00,8,2024-02-19,21
5046,385000,2024-02-21T11:25:00.000+07:00,8,2024-02-21,11
5052,205000,2024-02-21T16:26:00.000+07:00,4,2024-02-21,16
5088,385000,2024-02-22T19:11:00.000+07:00,6,2024-02-22,19
5450,195000,2024-02-25T08:19:00.000+07:00,6,2024-02-25,8
5552,30000,2024-02-27T08:37:00.000+07:00,1,2024-02-27,8
5612,565000,2024-02-28T15:08:00.000+07:00,10,2024-02-28,15
5691,100000,2024-02-29T14:59:00.000+07:00,2,2024-02-29,14
5781,355000,2024-02-29T08:22:00.000+07:00,6,2024-02-29,8
5802,420000,2024-02-29T11:01:00.000+07:00,11,2024-02-29,11
5962,230000,2024-03-03T15:26:00.000+07:00,4,2024-03-03,15
6592,360000,2024-03-09T09:23:00.000+07:00,9,2024-03-09,9
6662,475000,2024-03-09T13:10:00.000+07:00,9,2024-03-09,13
6714,55000,2024-03-09T22:39:00.000+07:00,1,2024-03-09,22
6724,385000,2024-03-09T11:04:00.000+07:00,8,2024-03-09,11
6740,315000,2024-03-10T20:37:00.000+07:00,6,2024-03-10,20
6856,260000,2024-03-10T13:22:00.000+07:00,5,2024-03-10,13
7255,135000,2024-03-14T19:48:00.000+07:00,3,2024-03-14,19
7642,360000,2024-03-18T19:03:00.000+07:00,6,2024-03-18,19
7644,100000,2024-03-18T09:52:00.000+07:00,2,2024-03-18,9
7855,265000,2024-03-20T19:42:00.000+07:00,7,2024-03-20,19
7965,195000,2024-03-22T21:44:00.000+07:00,5,2024-03-22,21
8125,45000,2024-03-23T09:25:00.000+07:00,1,2024-03-23,9
8660,415000,2024-03-28T14:32:00.000+07:00,8,2024-03-28,14
9082,175000,2024-04-03T19:25:00.000+07:00,5,2024-04-03,19
9347,640000,2024-04-05T15:08:00.000+07:00,12,2024-04-05,15
9434,290000,2024-04-06T22:38:00.000+07:00,6,2024-04-06,22
9504,260000,2024-04-07T08:41:00.000+07:00,6,2024-04-07,8
9925,50000,2024-04-12T14:52:00.000+07:00,2,2024-04-12,14
9963,75000,2024-04-12T21:36:00.000+07:00,2,2024-04-12,21
9976,425000,2024-04-12T18:40:00.000+07:00,10,2024-04-12,18
10169,275000,2024-04-14T15:30:00.000+07:00,7,2024-04-14,15
10403,50000,2024-04-18T17:35:00.000+07:00,1,2024-04-18,17
10556,385000,2024-04-19T20:15:00.000+07:00,9,2024-04-19,20
11118,465000,2024-04-25T20:44:00.000+07:00,9,2024-04-25,20
11518,75000,2024-04-29T18:56:00.000+07:00,3,2024-04-29,18
11616,395000,2024-04-30T12:01:00.000+07:00,6,2024-04-30,12
11664,45000,2024-05-01T14:42:00.000+07:00,1,2024-05-01,14
11921,280000,2024-05-01T12:19:00.000+07:00,6,2024-05-01,12
12041,190000,2024-05-02T15:00:00.000+07:00,4,2024-05-02,15
12533,240000,2024-05-04T20:04:00.000+07:00,3,2024-05-04,20
12683,195000,2024-05-05T10:00:00.000+07:00,4,2024-05-05,10
12957,115000,2024-05-06T14:36:00.000+07:00,3,2024-05-06,14
12975,310000,2024-05-06T14:17:00.000+07:00,8,2024-05-06,14
13036,75000,2024-05-06T15:48:00.000+07:00,3,2024-05-06,15
13228,300000,2024-05-07T15:56:00.000+07:00,7,2024-05-07,15
13509,305000,2024-05-08T21:08:00.000+07:00,7,2024-05-08,21
13584,270000,2024-05-09T19:23:00.000+07:00,5,2024-05-09,19
13870,435000,2024-05-10T14:56:00.000+07:00,10,2024-05-10,14
13885,580000,2024-05-10T12:15:00.000+07:00,11,2024-05-10,12
14074,440000,2024-05-10T09:11:00.000+07:00,8,2024-05-10,9
14341,645000,2024-05-12T11:15:00.000+07:00,12,2024-05-12,11
14561,240000,2024-05-12T10:56:00.000+07:00,3,2024-05-12,10
14732,55000,2024-05-13T12:39:00.000+07:00,1,2024-05-13,12
15208,145000,2024-05-15T11:29:00.000+07:00,4,2024-05-15,11
15356,135000,2024-05-15T14:07:00.000+07:00,3,2024-05-15,14
15499,480000,2024-05-16T12:11:00.000+07:00,8,2024-05-16,12
15782,205000,2024-05-17T17:06:00.000+07:00,4,2024-05-17,17
16697,255000,2024-05-21T21:07:00.000+07:00,5,2024-05-21,21
16724,225000,2024-05-21T10:43:00.000+07:00,6,2024-05-21,10
16758,405000,2024-05-21T20:13:00.000+07:00,8,2024-05-21,20
16858,410000,2024-05-21T18:07:00.000+07:00,8,2024-05-21,18
17404,415000,2024-05-24T13:02:00.000+07:00,8,2024-05-24,13
17550,370000,2024-05-24T18:00:00.000+07:00,5,2024-05-24,18
17649,550000,2024-05-25T08:42:00.000+07:00,11,2024-05-25,8
17819,285000,2024-05-25T10:03:00.000+07:00,7,2024-05-25,10
17937,250000,2024-05-26T18:30:00.000+07:00,4,2024-05-26,18
17970,80000,2024-05-26T14:48:00.000+07:00,1,2024-05-26,14
18233,245000,2024-05-27T16:00:00.000+07:00,5,2024-05-27,16
18302,135000,2024-05-27T20:01:00.000+07:00,3,2024-05-27,20
18403,180000,2024-05-28T12:09:00.000+07:00,4,2024-05-28,12
18434,440000,2024-05-28T18:38:00.000+07:00,10,2024-05-28,18
18514,215000,2024-05-28T22:48:00.000+07:00,5,2024-05-28,22
18570,205000,2024-05-28T15:36:00.000+07:00,4,2024-05-28,15
18606,430000,2024-05-28T11:34:00.000+07:00,7,2024-05-28,11
18698,35000,2024-05-29T08:12:00.000+07:00,1,2024-05-29,8
18916,250000,2024-05-30T22:12:00.000+07:00,4,2024-05-30,22
19075,360000,2024-05-30T11:53:00.000+07:00,8,2024-05-30,11
19288,290000,2024-05-31T10:12:00.000+07:00,7,2024-05-31,10
20414,390000,2024-06-05T09:21:00.000+07:00,6,2024-06-05,9
20446,90000,2024-06-05T18:13:00.000+07:00,2,2024-06-05,18
20701,335000,2024-06-06T10:56:00.000+07:00,10,2024-06-06,10
20723,105000,2024-06-06T08:27:00.000+07:00,2,2024-06-06,8
20815,150000,2024-06-06T14:54:00.000+07:00,4,2024-06-06,14
20920,105000,2024-06-07T19:02:00.000+07:00,3,2024-06-07,19
21012,610000,2024-06-07T18:57:00.000+07:00,12,2024-06-07,18
21397,565000,2024-06-08T10:05:00.000+07:00,10,2024-06-08,10
21525,45000,2024-06-09T08:28:00.000+07:00,1,2024-06-09,8
21662,160000,2024-06-09T21:18:00.000+07:00,2,2024-06-09,21
22025,295000,2024-06-11T10:43:00.000+07:00,6,2024-06-11,10
22094,475000,2024-06-11T09:42:00.000+07:00,9,2024-06-11,9
22211,580000,2024-06-11T14:53:00.000+07:00,12,2024-06-11,14
22565,390000,2024-06-13T09:44:00.000+07:00,9,2024-06-13,9
22892,160000,2024-06-14T10:53:00.000+07:00,2,2024-06-14,10
22895,145000,2024-06-14T11:03:00.000+07:00,3,2024-06-14,11
23529,45000,2024-06-17T15:21:00.000+07:00,1,2024-06-17,15
23605,430000,2024-06-17T13:37:00.000+07:00,10,2024-06-17,13
23643,435000,2024-06-17T22:46:00.000+07:00,11,2024-06-17,22
23844,35000,2024-06-18T16:48:00.000+07:00,1,2024-06-18,16
23847,350000,2024-06-18T17:15:00.000+07:00,9,2024-06-18,17
23981,475000,2024-06-19T14:18:00.000+07:00,9,2024-06-19,14
24500,270000,2024-06-21T15:22:00.000+07:00,5,2024-06-21,15
24826,195000,2024-06-23T19:27:00.000+07:00,5,2024-06-23,19
25959,70000,2024-06-27T19:36:00.000+07:00,1,2024-06-27,19
26170,255000,2024-06-28T15:27:00.000+07:00,5,2024-06-28,15
26586,285000,2024-06-29T11:23:00.000+07:00,8,2024-06-29,11
26633,150000,2024-06-30T17:05:00.000+07:00,4,2024-06-30,17
26849,45000,2024-07-01T11:58:00.000+07:00,1,2024-07-01,11
27009,395000,2024-07-01T22:48:00.000+07:00,8,2024-07-01,22
27131,355000,2024-07-01T14:44:00.000+07:00,10,2024-07-01,14
27344,250000,2024-07-02T19:59:00.000+07:00,6,2024-07-02,19
27773,410000,2024-07-05T09:12:00.000+07:00,10,2024-07-05,9
27907,160000,2024-07-05T17:00:00.000+07:00,3,2024-07-05,17
28128,70000,2024-07-06T08:39:00.000+07:00,2,2024-07-06,8
28259,455000,2024-07-07T16:41:00.000+07:00,10,2024-07-07,16
28503,280000,2024-07-08T22:52:00.000+07:00,7,2024-07-08,22
28530,160000,2024-07-08T20:53:00.000+07:00,2,2024-07-08,20
28716,145000,2024-07-09T12:25:00.000+07:00,4,2024-07-09,12
28872,705000,2024-07-09T11:19:00.000+07:00,13,2024-07-09,11
28947,45000,2024-07-10T22:19:00.000+07:00,1,2024-07-10,22
29264,340000,2024-07-11T16:16:00.000+07:00,5,2024-07-11,16
30157,205000,2024-07-14T13:10:00.000+07:00,6,2024-07-14,13
30196,215000,2024-07-14T16:56:00.000+07:00,4,2024-07-14,16
30420,285000,2024-07-15T08:28:00.000+07:00,6,2024-07-15,8
30913,435000,2024-07-17T16:48:00.000+07:00,8,2024-07-17,16
31064,195000,2024-07-18T09:58:00.000+07:00,4,2024-07-18,9
31589,290000,2024-07-20T16:54:00.000+07:00,5,2024-07-20,16
32359,550000,2024-07-23T18:22:00.000+07:00,11,2024-07-23,18
32373,205000,2024-07-23T14:58:00.000+07:00,3,2024-07-23,14
32530,480000,2024-07-24T21:45:00.000+07:00,9,2024-07-24,21
32715,430000,2024-07-25T10:57:00.000+07:00,9,2024-07-25,10
32792,255000,2024-07-25T08:22:00.000+07:00,6,2024-07-25,8
32802,280000,2024-07-25T15:03:00.000+07:00,6,2024-07-25,15
32845,245000,2024-07-25T16:52:00.000+07:00,5,2024-07-25,16
33676,425000,2024-07-28T18:48:00.000+07:00,6,2024-07-28,18
33830,195000,2024-07-29T14:23:00.000+07:00,6,2024-07-29,14
34065,240000,2024-07-30T12:46:00.000+07:00,3,2024-07-30,12
34078,380000,2024-07-30T14:31:00.000+07:00,7,2024-07-30,14
34272,690000,2024-07-31T17:14:00.000+07:00,13,2024-07-31,17
34423,310000,2024-07-31T18:56:00.000+07:00,8,2024-07-31,18
34623,325000,2024-08-01T10:55:00.000+07:00,9,2024-08-01,10
34726,270000,2024-08-01T19:51:00.000+07:00,6,2024-08-01,19
34755,390000,2024-08-02T22:44:00.000+07:00,10,2024-08-02,22
35067,430000,2024-08-03T18:34:00.000+07:00,9,2024-08-03,18
35190,410000,2024-08-03T10:09:00.000+07:00,7,2024-08-03,10
35412,290000,2024-08-04T10:52:00.000+07:00,5,2024-08-04,10
35548,390000,2024-08-05T14:43:00.000+07:00,9,2024-08-05,14
36232,325000,2024-08-07T19:30:00.000+07:00,9,2024-08-07,19
36356,270000,2024-08-08T17:12:00.000+07:00,9,2024-08-08,17
36585,395000,2024-08-08T16:01:00.000+07:00,9,2024-08-08,16
36740,180000,2024-08-09T13:50:00.000+07:00,5,2024-08-09,13
36887,555000,2024-08-10T19:08:00.000+07:00,11,2024-08-10,19
36925,80000,2024-08-10T20:58:00.000+07:00,2,2024-08-10,20
37055,90000,2024-08-10T17:55:00.000+07:00,2,2024-08-10,17
37591,310000,2024-08-12T22:02:00.000+07:00,5,2024-08-12,22
37613,465000,2024-08-12T11:27:00.000+07:00,8,2024-08-12,11
37775,310000,2024-08-13T17:41:00.000+07:00,8,2024-08-13,17
37977,235000,2024-08-14T21:39:00.000+07:00,4,2024-08-14,21
38155,120000,2024-08-14T12:54:00.000+07:00,3,2024-08-14,12
38180,70000,2024-08-15T21:02:00.000+07:00,2,2024-08-15,21
38450,90000,2024-08-16T13:27:00.000+07:00,3,2024-08-16,13
38787,105000,2024-08-17T22:47:00.000+07:00,3,2024-08-17,22
38852,220000,2024-08-17T09:05:00.000+07:00,4,2024-08-17,9
39025,150000,2024-08-18T10:43:00.000+07:00,3,2024-08-18,10
39074,260000,2024-08-18T10:12:00.000+07:00,5,2024-08-18,10
39108,390000,2024-08-18T20:09:00.000+07:00,7,2024-08-18,20
39162,150000,2024-08-19T08:54:00.000+07:00,4,2024-08-19,8
39427,315000,2024-08-20T13:03:00.000+07:00,8,2024-08-20,13
39772,545000,2024-08-21T17:24:00.000+07:00,8,2024-08-21,17
39781,345000,2024-08-21T22:51:00.000+07:00,9,2024-08-21,22
39870,175000,2024-08-21T09:15:00.000+07:00,5,2024-08-21,9
40189,350000,2024-08-23T18:13:00.000+07:00,5,2024-08-23,18
40295,170000,2024-08-23T21:39:00.000+07:00,3,2024-08-23,21
40494,175000,2024-08-24T10:55:00.000+07:00,4,2024-08-24,10
40658,100000,2024-08-24T17:37:00.000+07:00,3,2024-08-24,17
40785,135000,2024-08-25T15:15:00.000+07:00,3,2024-08-25,15
41255,500000,2024-08-27T10:16:00.000+07:00,9,2024-08-27,10
41842,325000,2024-08-29T10:18:00.000+07:00,6,2024-08-29,10
42523,330000,2024-09-01T13:00:00.000+07:00,6,2024-09-01,13
42658,215000,2024-09-02T22:43:00.000+07:00,3,2024-09-02,22
42663,535000,2024-09-02T08:00:00.000+07:00,10,2024-09-02,8
43012,440000,2024-09-04T19:05:00.000+07:00,9,2024-09-04,19
43166,45000,2024-09-05T21:31:00.000+07:00,1,2024-09-05,21
43222,455000,2024-09-05T10:28:00.000+07:00,11,2024-09-05,10
43250,465000,2024-09-05T11:27:00.000+07:00,9,2024-09-05,11
43368,305000,2024-09-06T17:23:00.000+07:00,7,2024-09-06,17
43914,320000,2024-09-10T08:09:00.000+07:00,6,2024-09-10,8
43965,350000,2024-09-10T19:46:00.000+07:00,8,2024-09-10,19
44014,90000,2024-09-10T19:52:00.000+07:00,2,2024-09-10,19
44249,225000,2024-09-12T18:07:00.000+07:00,5,2024-09-12,18
44259,170000,2024-09-12T14:48:00.000+07:00,4,2024-09-12,14
44267,165000,2024-09-12T08:48:00.000+07:00,3,2024-09-12,8
44343,245000,2024-09-12T13:42:00.000+07:00,5,2024-09-12,13
44398,90000,2024-09-13T16:49:00.000+07:00,3,2024-09-13,16
44591,415000,2024-09-14T10:53:00.000+07:00,10,2024-09-14,10
44651,470000,2024-09-14T19:23:00.000+07:00,9,2024-09-14,19
44762,35000,2024-09-16T09:54:00.000+07:00,1,2024-09-16,9
45231,475000,2024-09-19T19:05:00.000+07:00,8,2024-09-19,19
45244,120000,2024-09-19T15:00:00.000+07:00,4,2024-09-19,15
45321,315000,2024-09-20T15:44:00.000+07:00,7,2024-09-20,15
45569,755000,2024-09-21T17:43:00.000+07:00,14,2024-09-21,17
45670,215000,2024-09-22T10:39:00.000+07:00,5,2024-09-22,10
45888,520000,2024-09-24T21:30:00.000+07:00,10,2024-09-24,21
14877,30000,2024-05-14T18:58:00.000+07:00,1,2024-05-14,18
16970,555000,2024-05-22T08:18:00.000+07:00,11,2024-05-22,8
30344,150000,2024-07-15T14:15:00.000+07:00,3,2024-07-15,14
33060,380000,2024-07-26T12:25:00.000+07:00,6,2024-07-26,12
34944,75000,2024-08-02T18:57:00.000+07:00,3,2024-08-02,18
35178,190000,2024-08-03T13:11:00.000+07:00,4,2024-08-03,13
37770,315000,2024-08-13T20:39:00.000+07:00,9,2024-08-13,20
42298,555000,2024-08-31T20:57:00.000+07:00,11,2024-08-31,20
42402,395000,2024-08-31T19:00:00.000+07:00,8,2024-08-31,19
42926,305000,2024-09-03T18:37:00.000+07:00,7,2024-09-03,18
43883,525000,2024-09-09T11:00:00.000+07:00,7,2024-09-09,11
44320,270000,2024-09-12T20:12:00.000+07:00,6,2024-09-12,20
45074,325000,2024-09-18T17:11:00.000+07:00,8,2024-09-18,17
45979,135000,2024-09-24T20:47:00.000+07:00,3,2024-09-24,20
46165,260000,2024-09-26T21:04:00.000+07:00,5,2024-09-26,21
46244,80000,2024-09-26T13:08:00.000+07:00,1,2024-09-26,13
46386,615000,2024-09-27T17:59:00.000+07:00,14,2024-09-27,17
46643,310000,2024-09-29T22:04:00.000+07:00,7,2024-09-29,22
46781,430000,2024-09-30T12:30:00.000+07:00,7,2024-09-30,12
46803,45000,2024-09-30T14:56:00.000+07:00,1,2024-09-30,14
46923,420000,2024-10-01T09:24:00.000+07:00,9,2024-10-01,9
47339,435000,2024-10-03T22:36:00.000+07:00,9,2024-10-03,22
47391,210000,2024-10-04T16:12:00.000+07:00,3,2024-10-04,16
47579,595000,2024-10-05T16:11:00.000+07:00,10,2024-10-05,16
47791,265000,2024-10-07T19:10:00.000+07:00,5,2024-10-07,19
47881,250000,2024-10-07T21:28:00.000+07:00,5,2024-10-07,21
47960,200000,2024-10-08T19:51:00.000+07:00,5,2024-10-08,19
47972,375000,2024-10-08T12:35:00.000+07:00,10,2024-10-08,12
48047,40000,2024-10-08T09:15:00.000+07:00,1,2024-10-08,9
48237,790000,2024-10-09T21:20:00.000+07:00,13,2024-10-09,21
48318,315000,2024-10-09T17:05:00.000+07:00,6,2024-10-09,17
48383,125000,2024-10-10T21:48:00.000+07:00,3,2024-10-10,21
48440,430000,2024-10-10T20:28:00.000+07:00,8,2024-10-10,20
48510,340000,2024-10-11T12:47:00.000+07:00,5,2024-10-11,12
49002,320000,2024-10-14T18:00:00.000+07:00,7,2024-10-14,18
49201,390000,2024-10-15T10:43:00.000+07:00,10,2024-10-15,10
49450,205000,2024-10-17T19:15:00.000+07:00,6,2024-10-17,19
49469,580000,2024-10-17T09:44:00.000+07:00,10,2024-10-17,9
49477,575000,2024-10-17T12:44:00.000+07:00,10,2024-10-17,12
49578,110000,2024-10-18T22:44:00.000+07:00,2,2024-10-18,22
49699,525000,2024-10-18T09:25:00.000+07:00,12,2024-10-18,9
49829,175000,2024-10-19T19:13:00.000+07:00,4,2024-10-19,19
49915,225000,2024-10-19T08:55:00.000+07:00,6,2024-10-19,8
50129,310000,2024-10-21T17:54:00.000+07:00,6,2024-10-21,17
50164,395000,2024-10-21T19:51:00.000+07:00,6,2024-10-21,19
50469,120000,2024-10-23T10:06:00.000+07:00,3,2024-10-23,10
50481,430000,2024-10-23T11:05:00.000+07:00,9,2024-10-23,11
51114,380000,2024-10-27T18:24:00.000+07:00,6,2024-10-27,18
51215,190000,2024-10-28T12:42:00.000+07:00,4,2024-10-28,12
51548,375000,2024-10-30T20:53:00.000+07:00,8,2024-10-30,20
51708,180000,2024-10-31T21:23:00.000+07:00,3,2024-10-31,21
51978,145000,2024-11-02T13:18:00.000+07:00,3,2024-11-02,13
52137,510000,2024-11-03T22:54:00.000+07:00,10,2024-11-03,22
52319,575000,2024-11-04T12:04:00.000+07:00,11,2024-11-04,12
52561,205000,2024-11-05T18:49:00.000+07:00,4,2024-11-05,18
52611,485000,2024-11-06T18:40:00.000+07:00,9,2024-11-06,18
53817,275000,2024-11-13T18:15:00.000+07:00,6,2024-11-13,18
53977,250000,2024-11-14T09:40:00.000+07:00,4,2024-11-14,9
54139,135000,2024-11-15T08:24:00.000+07:00,3,2024-11-15,8
54264,375000,2024-11-16T10:54:00.000+07:00,9,2024-11-16,10
54566,480000,2024-11-18T10:19:00.000+07:00,8,2024-11-18,10
54772,300000,2024-11-19T17:52:00.000+07:00,7,2024-11-19,17
55410,185000,2024-11-23T14:48:00.000+07:00,4,2024-11-23,14
55578,425000,2024-11-25T08:26:00.000+07:00,6,2024-11-25,8
55971,230000,2024-11-28T15:38:00.000+07:00,4,2024-11-28,15
55992,330000,2024-11-28T15:24:00.000+07:00,6,2024-11-28,15
56303,100000,2024-11-30T15:37:00.000+07:00,2,2024-11-30,15
56678,315000,2024-12-02T10:10:00.000+07:00,7,2024-12-02,10
56764,445000,2024-12-03T15:55:00.000+07:00,7,2024-12-03,15
56942,115000,2024-12-04T18:35:00.000+07:00,2,2024-12-04,18
56971,225000,2024-12-04T11:53:00.000+07:00,5,2024-12-04,11
57646,455000,2024-12-10T12:01:00.000+07:00,8,2024-12-10,12
58045,150000,2024-12-13T15:15:00.000+07:00,3,2024-12-13,15
58277,105000,2024-12-14T08:37:00.000+07:00,3,2024-12-14,8
58428,465000,2024-12-15T16:25:00.000+07:00,7,2024-12-15,16
58449,455000,2024-12-15T08:14:00.000+07:00,7,2024-12-15,8
58559,165000,2024-12-16T21:41:00.000+07:00,3,2024-12-16,21
59015,485000,2024-12-19T09:36:00.000+07:00,10,2024-12-19,9
59293,240000,2024-12-21T16:34:00.000+07:00,5,2024-12-21,16
59472,385000,2024-12-22T21:13:00.000+07:00,10,2024-12-22,21
59963,375000,2024-12-25T09:27:00.000+07:00,10,2024-12-25,9
60109,185000,2024-12-26T08:16:00.000+07:00,6,2024-12-26,8
60236,555000,2024-12-27T08:09:00.000+07:00,8,2024-12-27,8
60553,50000,2024-12-29T22:48:00.000+07:00,1,2024-12-29,22
60757,45000,2024-12-31T21:00:00.000+07:00,1,2024-12-31,21
695,375000,2024-01-08T20:58:00.000+07:00,9,2024-01-08,20
835,140000,2024-01-09T22:08:00.000+07:00,2,2024-01-09,22
1254,165000,2024-01-14T12:02:00.000+07:00,4,2024-01-14,12
1658,520000,2024-01-18T11:49:00.000+07:00,11,2024-01-18,11
1770,345000,2024-01-19T12:46:00.000+07:00,6,2024-01-19,12
1806,295000,2024-01-19T18:37:00.000+07:00,8,2024-01-19,18
1951,365000,2024-01-21T08:34:00.000+07:00,8,2024-01-21,8
2267,285000,2024-01-25T12:09:00.000+07:00,7,2024-01-25,12
2658,190000,2024-01-28T18:04:00.000+07:00,5,2024-01-28,18
3292,35000,2024-02-04T10:16:00.000+07:00,1,2024-02-04,10
3780,190000,2024-02-09T21:08:00.000+07:00,3,2024-02-09,21
3918,350000,2024-02-10T18:47:00.000+07:00,6,2024-02-10,18
3957,310000,2024-02-11T12:19:00.000+07:00,6,2024-02-11,12
4168,370000,2024-02-13T15:35:00.000+07:00,7,2024-02-13,15
4614,70000,2024-02-17T12:27:00.000+07:00,1,2024-02-17,12
4676,485000,2024-02-18T17:16:00.000+07:00,9,2024-02-18,17
5104,475000,2024-02-22T21:23:00.000+07:00,8,2024-02-22,21
5115,50000,2024-02-22T11:37:00.000+07:00,1,2024-02-22,11
5955,350000,2024-03-03T22:15:00.000+07:00,10,2024-03-03,22
6124,125000,2024-03-04T10:39:00.000+07:00,3,2024-03-04,10
6417,275000,2024-03-07T12:01:00.000+07:00,7,2024-03-07,12
6439,560000,2024-03-07T17:29:00.000+07:00,10,2024-03-07,17
6533,255000,2024-03-08T09:21:00.000+07:00,6,2024-03-08,9
6765,150000,2024-03-10T21:01:00.000+07:00,3,2024-03-10,21
6928,430000,2024-03-11T10:46:00.000+07:00,8,2024-03-11,10
6955,430000,2024-03-12T13:39:00.000+07:00,8,2024-03-12,13
7405,730000,2024-03-15T11:14:00.000+07:00,12,2024-03-15,11
7948,120000,2024-03-21T18:15:00.000+07:00,3,2024-03-21,18
8528,55000,2024-03-26T16:51:00.000+07:00,1,2024-03-26,16
8812,275000,2024-03-30T09:21:00.000+07:00,7,2024-03-30,9
9030,450000,2024-04-02T19:07:00.000+07:00,8,2024-04-02,19
9168,430000,2024-04-03T19:50:00.000+07:00,9,2024-04-03,19
9190,415000,2024-04-04T19:15:00.000+07:00,11,2024-04-04,19
9242,165000,2024-04-04T18:48:00.000+07:00,4,2024-04-04,18
9659,405000,2024-04-09T18:39:00.000+07:00,9,2024-04-09,18
9799,370000,2024-04-10T09:06:00.000+07:00,8,2024-04-10,9
10245,140000,2024-04-15T15:23:00.000+07:00,2,2024-04-15,15
10550,330000,2024-04-19T09:03:00.000+07:00,8,2024-04-19,9
10722,485000,2024-04-20T20:36:00.000+07:00,10,2024-04-20,20
10956,390000,2024-04-23T17:53:00.000+07:00,9,2024-04-23,17
11364,550000,2024-04-27T21:06:00.000+07:00,9,2024-04-27,21
11443,60000,2024-04-28T14:27:00.000+07:00,2,2024-04-28,14
11459,70000,2024-04-28T14:42:00.000+07:00,1,2024-04-28,14
11491,755000,2024-04-29T22:18:00.000+07:00,12,2024-04-29,22
13176,345000,2024-05-07T17:37:00.000+07:00,6,2024-05-07,17
13411,565000,2024-05-08T19:25:00.000+07:00,12,2024-05-08,19
13436,480000,2024-05-08T14:43:00.000+07:00,9,2024-05-08,14
13575,90000,2024-05-09T14:47:00.000+07:00,2,2024-05-09,14
14084,150000,2024-05-10T11:23:00.000+07:00,4,2024-05-10,11
